ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-100024,CUST-6521,2026-01-31 00:34,Chat,Product availability question,Many of us would appreciate a 'recently viewed' section added to the billing portal.,Product Inquiry,Low
TKT-101902,CUST-8995,2026-01-31 00:35,Email,Compatibility question,"Is the Annual Membership suitable for a team of 10 people, or is there a per-seat limit?",Product Inquiry,Low
TKT-101904,CUST-3916,2026-01-31 02:57,Phone,Requesting refund for Standard Plan,"I want to cancel and get a refund for the annual Standard Plan, I no longer need it.",Refund Request,Medium
TKT-100362,CUST-8930,2026-01-31 03:40,Chat,Requesting refund for Annual Membership,Can refunds be issued to a different card than the one originally used for order ORD-79552?,Refund Request,Low
TKT-101070,CUST-5001,2026-01-31 05:51,Phone,Order stuck in processing,"I'd like to request expedited shipping for order ORD-76734, is that possible after the order's placed?",Shipping & Delivery,Low
TKT-101801,CUST-4666,2026-01-31 07:14,Phone,Question about my invoice,"Hello, i'm not seeing the credit you mentioned applied to my account after the support call on February 27, 2026. Please advise.",Billing Issue,Medium
TKT-102165,CUST-2512,2026-01-31 10:29,Chat,Billing discrepancy,"can I get a discount applied to my Enterprise Plan, I saw a promo code that wasn't reflected at checkout?",Billing Issue,Low
TKT-102181,CUST-2331,2026-01-31 14:48,Web Form,Refund request for order ORD-79002,"I'd like to dispute a charge and request a refund, the tablet case was never delivered.",Refund Request,Critical
TKT-100570,CUST-3192,2026-01-31 21:51,Email,Requesting refund for Annual Membership,"I see two separate charges of $39.99 on February 23, 2026, both labeled the same. Please investigate.",Refund Request,High
TKT-100909,CUST-9055,2026-02-01 05:36,Web Form,Refund request for order ORD-38497,"Hi, i want to cancel and get a refund for the annual Annual Membership, I no longer need it. Thanks.",Refund Request,Medium
TKT-101721,CUST-1267,2026-02-01 06:34,Phone,Requesting refund for Enterprise Plan,"Hi, there's a $29.99 charge on my statement I don't recognize, can you clarify what this is for?",Refund Request,Medium
TKT-100684,CUST-6556,2026-02-01 06:55,Email,Refund for double billing,Charged $24.99 for a plan I never signed up for. This needs to be reversed today. Thanks.,Billing Issue,Critical
TKT-101678,CUST-8472,2026-02-01 06:59,Phone,Integration request,"hello Support, does upgrading from Annual Membership to Enterprise Plan carry over my existing data automatically?",Feature Request,Low
TKT-100775,CUST-5881,2026-02-01 08:35,Email,Subscription renewal issue,"Please prioritize this, it's been an ongoing issue for a bit now. Thank you.",Billing Issue,High
TKT-100221,CUST-8800,2026-02-01 09:29,Phone,Question about noise-cancelling earbuds,does mobile app support exporting data to Excel or only PDF?,Product Inquiry,Low
TKT-101159,CUST-6115,2026-02-01 12:30,Chat,Order stuck in processing,"I'd like to request a full refund for order ORD-22753, the phone case doesn't work as advertised.",Shipping & Delivery,Medium
TKT-100082,CUST-5284,2026-02-01 14:42,Email,Update payment method,"I noticed a late fee of $19.99 added to my account, but I paid on time. Please review. Appreciate the help.",Billing Issue,Medium
TKT-101188,CUST-3858,2026-02-01 14:47,Email,Pricing question,do you have plans to release a MacBook version of the app?,Product Inquiry,Medium
TKT-100698,CUST-7678,2026-02-01 16:11,Chat,Billing discrepancy,just confirming - does the $79.99 I see include tax or is that added separately at checkout?,Billing Issue,Low
TKT-100625,CUST-7669,2026-02-01 18:48,Chat,Refund request for order ORD-57985,"Hello, still waiting on my $79.99 refund that was supposedly processed over 10 days ago.",Refund Request,High
TKT-100422,CUST-2196,2026-02-01 22:40,Chat,Question about my invoice,Charged $19.99 for a plan I never signed up for. This needs to be reversed today. Looking forward to your response.,Billing Issue,Critical
TKT-100452,CUST-2607,2026-02-02 00:29,Web Form,Duplicate charge on my account,"Requesting an itemized receipt for the $129.99 payment made on March 05, 2026. Please advise.",Billing Issue,Low
TKT-102141,CUST-2681,2026-02-02 00:56,Web Form,Subscription renewal issue,"Hi, the bill this month makes no sense, charged $79.99 extra and nobody told me why",Billing Issue,High
TKT-100517,CUST-7315,2026-02-02 02:08,Web Form,Pricing question,how does the noise-cancelling earbuds compare to ur previous model in terms of battery life?,Product Inquiry,Low
TKT-100290,CUST-2988,2026-02-02 03:40,Email,Pricing question,Wondering what languages the team collaboration tool currently supports.,Product Inquiry,Low
TKT-102017,CUST-5714,2026-02-02 07:09,Web Form,Integration request,"Hello, it would be great if the team collaboration tool supported dark mode, staring at the bright screen at night is rough.",Feature Request,Low
TKT-101086,CUST-9433,2026-02-02 07:31,Phone,Suggestion for dashboard improvement,"Please consider adding multi-language support to the dashboard, it would help our international team.",Feature Request,Low
TKT-100956,CUST-2972,2026-02-02 08:09,Phone,Feature suggestion for two-factor authentication,Is there a student or non-profit discount available for the Annual Membership?,Feature Request,Low
TKT-101636,CUST-9282,2026-02-02 08:26,Phone,Tracking not updating,"Hello, can you confirm if order ORD-46958 has shipped yet? Haven't gotten a confirmation email.",Shipping & Delivery,Low
TKT-100021,CUST-7773,2026-02-02 09:35,Chat,Bug in billing portal,"The billing portal has been completely down since May 06, 2026 and I can't get any work done. This is extremely urgent, please fix it ASAP.",Technical Issue,High
TKT-102037,CUST-6675,2026-02-02 11:15,Email,Product availability question,"Not happy with how this was handled, please look into it. Thanks.",Product Inquiry,Medium
TKT-100451,CUST-1408,2026-02-02 14:53,Web Form,Error ERR_4042 when using two-factor authentication,"hello, after updating the app, the two-factor authentication button is missing entirely from the menu.",Technical Issue,Medium
TKT-101158,CUST-6680,2026-02-02 15:14,Phone,Product availability question,Do you offer a free trial for the Pro Plan before committing to a subscription?,Product Inquiry,Low
TKT-101744,CUST-1627,2026-02-02 16:39,Email,Question about webcam,"Hi team, is there a student or non-profit discount available for the Premium Plan?",Product Inquiry,Low
TKT-100328,CUST-1100,2026-02-02 16:40,Web Form,Refund for double billing,"I was charged $199.99 twice for my Premium Plan this month, please refund the duplicate charge immediately.",Billing Issue,High
TKT-100865,CUST-6733,2026-02-02 17:27,Email,Compatibility question,Does the wireless mouse come in any other colors besides what's shown on the website?,Product Inquiry,Low
TKT-101952,CUST-4822,2026-02-02 22:49,Phone,Refund request for order ORD-38471,"I'd like to dispute a charge and request a refund, the webcam was never delivered.",Refund Request,Critical
TKT-100310,CUST-4569,2026-02-02 22:56,Email,Wrong item received,Do you ship to PO boxes? Want to make sure before placing a large order. Looking forward to your response.,Shipping & Delivery,Low
TKT-100258,CUST-4470,2026-02-03 04:33,Chat,Bug in team collaboration tool,"integration with our third-party tool stopped working after your last update, error ERR_CONN_RESET appears constantly. Please advise.",Technical Issue,High
TKT-101835,CUST-1364,2026-02-03 06:26,Web Form,Compatibility question,I've been a customer for a while and this experience has been disappointing. Thanks.,Product Inquiry,Medium
TKT-101119,CUST-1687,2026-02-03 09:28,Chat,Question about my invoice,"i'm not seeing the credit u mentioned applied to my account after the support call on February 14, 2026.",Billing Issue,Low
TKT-100563,CUST-6291,2026-02-03 11:51,Chat,Order ORD-40817 delayed,Order ORD-40817 has been 'out for delivery' for three days straight without arriving.,Shipping & Delivery,High
TKT-100343,CUST-3251,2026-02-03 11:58,Web Form,Update payment method,"Requesting refund confirmation in writing for order ORD-43260, need it for my records.",Billing Issue,Low
TKT-100141,CUST-9163,2026-02-03 12:56,Phone,Question about my invoice,"There's a $19.99 charge on my statement I don't recognize, can you clarify what this is for?",Billing Issue,Medium
TKT-101918,CUST-8344,2026-02-03 14:15,Chat,2FA code not received,Can someone get back to me regarding this matter? Thanks.,Account Access,Medium
TKT-100147,CUST-7589,2026-02-03 14:26,Phone,Partial refund needed,Refund for order ORD-12717 was approved but I haven't seen the $249.99 back in my account yet.,Refund Request,High
TKT-100644,CUST-1188,2026-02-03 15:25,Email,Account recovery needed,"System keeps logging me out every few minutes while using the two-factor authentication, very disruptive.",Account Access,High
TKT-101160,CUST-3511,2026-02-03 15:32,Web Form,Order ORD-56985 delayed,can I change the shipping address for order ORD-56985? It hasn't shipped yet I think.,Shipping & Delivery,Medium
TKT-100961,CUST-2219,2026-02-03 16:24,Email,Requesting refund for Enterprise Plan,"I'd like to request a full refund for order ORD-98935, the bluetooth speaker doesn't work as advertised.",Refund Request,High
TKT-100043,CUST-3876,2026-02-03 17:48,Chat,New feature idea,Feature idea: let us tag and filter items by custom labels in mobile app.,Feature Request,Low
TKT-101332,CUST-4801,2026-02-03 18:43,Phone,Suspicious login activity,"not happy with how this was handled, please look into it.",Account Access,High
TKT-101793,CUST-8960,2026-02-03 19:31,Email,billing portal not working,I have a question about my recent experience with your service. Looking forward to your response.,Technical Issue,Low
TKT-100980,CUST-7730,2026-02-03 20:55,Phone,Bug in mobile app,"Hello Support, pls remove my old email address as a backup recovery option, it's no longer active.",Technical Issue,Low
TKT-100778,CUST-1793,2026-02-03 23:53,Web Form,Pro Plan vs Standard Plan comparison,"Hi, can the Pro Plan be used by both individuals and businesses, or is it business-only?",Product Inquiry,Low
TKT-100964,CUST-1422,2026-02-04 03:56,Phone,Integration request,"Hello Support, requesting a bulk edit option in API integration, editing items one by one is really slow.",Feature Request,Medium
TKT-100115,CUST-1745,2026-02-04 04:34,Web Form,2FA code not received,"my account got flagged for suspicious activity, but it was just me logging in from a new laptop.",Account Access,Medium
TKT-100687,CUST-2918,2026-02-04 08:47,Email,Product availability question,Is customer data encrypted when using API integration? Need this for our compliance review. Looking forward to your response.,Product Inquiry,Medium
TKT-101569,CUST-9514,2026-02-04 09:19,Phone,Subscription renewal issue,"I was billed for the Annual Membership even though I cancelled it back on March 14, 2026.",Billing Issue,High
TKT-101213,CUST-5583,2026-02-04 13:09,Phone,Partial refund needed,"Was promised a refund of $14.99 by a support agent on May 18, 2026, hasn't been processed yet.",Refund Request,High
TKT-101790,CUST-7821,2026-02-04 13:16,Web Form,Unable to load notification settings,Is anyone else experiencing issues with the notification settings? Mine hasn't worked properly since the last update.,Technical Issue,Medium
TKT-101925,CUST-4516,2026-02-04 16:21,Web Form,Requesting refund for Basic Plan,requesting partial refund since one item in order ORD-83151 arrived damaged.,Refund Request,Medium
TKT-102173,CUST-7493,2026-02-04 17:09,Web Form,Unable to reset password,"Hi, there's a problem that needs attention, please advise. Looking forward to your response.",Account Access,Medium
TKT-100788,CUST-5021,2026-02-04 17:51,Phone,Can't log in to my account,Is there a way to set up single sign-on (SSO) for our organization's account? Please advise.,Account Access,Low
TKT-100997,CUST-8644,2026-02-04 22:39,Phone,Requesting refund for Premium Plan,Requesting partial refund since one item in order ORD-30536 arrived damaged.,Refund Request,Medium
TKT-101095,CUST-2500,2026-02-05 00:43,Email,2FA code not received,how long does account verification usually take? Submitted my documents 14 days ago.,Account Access,Low
TKT-100234,CUST-4612,2026-02-05 02:08,Chat,Refund request for order ORD-19753,"Hello, the replacement you sent for order ORD-19753 also arrived broken, I'd rather just get a refund now.",Refund Request,High
TKT-101881,CUST-6119,2026-02-05 02:13,Email,App crashing on iPhone,is anyone else experiencing issues with the two-factor authentication? Mine hasn't worked properly since the last update.,Technical Issue,Medium
